Company Code,G/L Account
5500,99009560
5600,99009560
5100,99009610
5500,99009610
5600,99009610
5100,99009620
5500,99009620
5600,99009620
5100,99009630
5500,99009630
5600,99009630
5100,99009640
5400,99009640
5500,99009640
5600,99009640
5100,99009650
5500,99009650
5600,99009650
5100,99009660
5400,99009660
5500,99009660
5600,99009660
5100,99009670
5400,99009670
5500,99009670
5600,99009670
5100,99009680
5500,99009680
5600,99009680
5100,99009690
5500,99009690
5100,99009695
5500,99009695
